member_id,mf_id
1099521,132174
981561,143471
936179,109721
544942,134642
694263,147926
975809,140694
1011500,134637
1082687,145496
674663,147589
1075146,103110
1039658,132990
983339,145440
758243,134842
760925,101753
796694,127628
956684,107579
624979,145996
614381,119865
747949,118024
835385,141463
1084202,118903
636296,142692
1047576,122274
1302869,101564
1189689,141335
1273586,146617
554827,147900
1089423,144898
1300203,148477
649110,119957
1038496,106145
509041,105967
934631,146394
692345,126148
659254,119576
720761,123613
1009526,149147
727232,131271
1196509,147853
797643,147559
901731,147665
1078948,101599
692098,100480
907169,144399
973303,144517
795713,142569
1081228,121542
635490,116051
1278767,129245
726713,142533
676425,119466
1036027,142531
1156541,144500
1286137,125114
994624,148033
766121,119532
975748,145640
1147322,148551
1067557,146473
796191,127717
1063301,142386
875934,125327
677241,148311
1238916,147445
772030,127726
910141,136384
1240259,116297
1077349,100644
960476,142710
1275605,117350
826248,135926
726833,132833
1075548,141858
718484,126143
667433,128957
288643,119659
1063736,148652
800905,119731
661876,138580
525908,135485
1264640,113249
902850,141881
1002313,133908
667176,133132
621672,111602
940288,102883
1258256,123349
985575,143785
1045842,102442
1214964,118692
936522,119440
520674,142455
961873,128925
728281,104429
1040300,120473
964785,132860
1193443,105543
1190896,139470
1226948,140439
836909,144330
719118,120780
961484,139308
659341,120096
714254,100857
727359,146284
1093323,145006
1302434,144011
1053804,140779
390612,141153
1295751,102760
1201742,109716
1286307,144109
364540,128919
401377,146301
732098,148290
665303,121793
372638,146022
1076660,144756
1258336,128649
665460,106291
873464,145594
520078,144892
1242126,102136
259803,142384
562962,106841
919295,147700
1204623,139224
1063079,142573
1287668,148665
1099318,123212
626713,111717
1066441,120545
756616,141843
1108734,144011
767680,141812
1104595,146087
928138,148097
410232,133965
963419,145407
812661,145898
1210447,138467
1033347,138427
915374,139102
1127015,119128
881967,125186
984962,147811
954961,131599
732354,119862
878668,139139
753169,126334
753104,125032
1105842,136022
808106,147309
825342,148597
985428,145019
1084412,147741
246329,126621
485634,130190
692739,118818
861005,140653
1287885,104485
399262,120614
836581,145161
607002,119682
1239715,145431
1266546,147306
740803,138271
875810,104486
1077578,129312
711277,139254
1231608,142888
1187998,146381
915842,148833
1237609,145422
951394,135304
764777,100527
916447,143709
1259988,130776
623991,145307
617226,118548
1262648,122273
1046808,136252
584532,141336
892514,138318
733654,118271
889439,120726
1201792,143009
750210,141387
923868,145304
794331,142294
629848,117949
1203017,125437
211606,147346
904208,143826
852148,102885
312944,143549
670589,126874
944329,147508
902170,140648
1084132,123351
856287,134607
627306,144704
1030217,142383
1219368,119241
608635,123363
517098,130262
926107,121935
170462,130260
1095822,139578
758873,127010
354653,119353
436894,129630
556250,112120
1055202,123397
760304,131356
1043017,124884
1105854,148145
599799,140298
1042704,113134
759239,148124
701758,135405
670104,120747
1238699,143108
704350,141957
989317,131372
688247,115399
385160,103885
543787,120276
977470,120700
846756,119991
933708,119092
653630,144102
903003,134358
1266272,133830
528605,148088
941279,120034
616775,126773
953250,146276
779661,144355
1073950,112356
1149649,118822
697502,141642
853887,140283
757351,148705
1189159,140549
662380,131188
1105203,147348
901392,143499
862827,100357
412107,107228
1020747,117839
772682,142279
1243574,118993
1285831,104728
1255602,108272
722008,148353
903361,145778
883999,103490
662169,143793
1266809,119850
638555,141069
1253233,119949
371632,100078
855803,148827
777536,139383
1241699,119623
815649,140458
763713,125716
868907,118840
872937,126881
921363,140641
703626,139205
904937,145776
1245314,130163
659349,128649
737767,125703
857734,129022
462267,145579
667130,119664
1295567,129638
507319,124233
1195575,105650
372102,140931
713524,120166
519842,113136
1068071,129418
482105,139843
593228,139702
617211,125547
1082118,147709
984033,122720
1013967,147769
918757,123214
268489,141840
394017,134882
592900,100858
972769,133841
917442,127382
1286107,141572
620516,126995
624513,130055
647818,118944
1084661,144388
416307,133841
576218,103234
599120,139998
1089957,133376
714127,114239
667969,119803
962106,136000
771845,100531
634142,148146
979849,133606
356049,119413
1094439,139972
1106036,140143
421320,149091
875999,101751
1081065,135432
391195,146723
671027,142155
752910,140182
850627,147346
1229667,148058
1062436,124234
856167,145746
274365,118570
1211442,148294
602508,145919
704206,142028
917363,125314
1199883,100955
884973,126701
788265,145666
882990,146071
405517,140559
1208049,125128
987988,133463
1095196,141552
1059678,118978
1258340,140055
1032268,129412
1269988,148951
377828,133473
942863,142697
724682,123406
943998,148386
375031,139601
775271,120434
1274097,147928
720700,142116
442625,141190
1287086,129420
456948,118525
798980,120274
1210194,146859
959173,141315
871168,120954
748698,122702
968802,143823
705953,118724
683499,138264
697348,121280
1054428,131306
666903,108597
567527,140607
968324,147865
788543,145757
1204637,148558
1017795,146718
1249219,113142
837003,139463
719967,145320
896965,144689
1290419,148599
921143,126769
374404,112304
856718,128082
1208899,141142
973596,118900
875332,135790
696993,144650
715771,147677
671566,126609
1266362,146492
834230,148403
1058724,138260
1201484,147123
649719,123738
846995,145040
849506,148652
1095277,130333
1242541,123177
768291,134869
1265701,119995
1258452,134349
1300806,143057
1058041,125528
926734,145379
1208540,148317
746277,144065
599919,144984
1237512,120092
989810,147611
521417,102807
616173,133816
1224523,131375
416582,120436
499149,141875
940070,149082
279020,118395
454279,109353
962561,131425
846756,148960
1249584,143509
995898,146149
742464,142949
308233,112723
700795,128234
786474,135009
1209790,142979
271635,115483
1063722,111989
941194,109576
1264334,145928
1000179,129231
906163,120903
1103644,120438
590729,122985
995729,122720
1108504,120650
636949,119755
693241,110047
719625,134410
1106358,146734
909274,143827
1056532,129053
656857,140600
491286,123529
1021987,129993
508634,130263
930098,143874
922807,133569
1053678,118024
765015,142921
1219268,148795
1029585,143350
677011,139462
906748,126475
975608,141431
815118,111988
776288,146189
789216,140168
595963,143609
835140,143056
542259,118942
357782,120624
736352,102007
963079,141839
354316,123993
571327,146694
965506,144282
654428,138382
961146,145103
890473,146299
1244565,147204
785044,133045
1100423,119249
1264067,147665
574175,133366
832134,142445
1092422,120191
953503,147921
974789,141471
763830,135319
666178,128967
825746,148436
437025,108701
759981,145036
813949,124361
668125,109523
1200145,140942
1292925,141850
1075300,144993
612854,143902
1216483,145719
388211,122699
1198395,144569
794459,105878
1088135,129457
760304,140974
919956,123193
1056199,136294
1292359,118065
1042987,100878
483490,138353
612854,140605
488824,119687
1210221,136059
1082859,125545
980206,135390
680537,142565
257606,142071
592722,132834
1068069,108728
1233618,101304
1221842,106060
975813,148302
582301,143432
447742,112428
467207,136521
743349,140588
884467,121876
734058,126404
991499,142074
899822,120637
915804,145301
663714,128364
898054,147447
1278444,143500
1197269,123691
448561,134550
992276,147644
1267776,148956
1066396,129439
1189223,147940
955426,146397
1004427,145391
929514,134494
807514,116556
732777,140199
1089869,120349
765509,106383
813545,143438
667821,146925
663265,143255
1294525,120509
839401,114099
742402,120763
924271,147196
1078221,128297
1044428,126496
353616,134864
518376,147392
822729,144868
1261408,121944
788775,134539
1108462,119291
992088,118569
1001992,148101
605086,131343
275581,133816
1230386,119277
770830,133901
1250191,146393
1299445,143707
962197,141454
421204,140963
1049201,143235
1091349,139515
445033,143573
871421,122988
863595,101843
1246604,102173
825168,139470
667915,139593
420413,131387
546573,141586
718468,124965
1057907,146033
1064522,143730
919322,146644
404203,148171
561254,123972
794304,147792
1203201,125817
624960,146081
633282,134016
565917,139107
641826,142017
777511,149020
759789,147956
924741,134926
798103,111753
1204601,126900
661017,100037
664771,146952
948143,141493
621672,147364
806185,119575
679571,149108
983014,120735
90962,138467
989037,147387
890431,124362
844908,118904
748889,112218
274365,120256
1219400,142467
426618,147382
608000,122228
1211224,121089
772073,146345
1194418,143618
912183,121286
818645,147132
1036116,143755
762326,139945
1036628,125037
1198395,146982
1188794,147432
1095175,145238
863274,139359
1109242,145119
646104,140435
633707,144482
672654,144191
1090227,102703
1300203,125547
485634,135414
970571,141358
598418,120697
656838,148024
851934,148761
915272,136048
835068,126608
1263557,143761
816953,103338
1067270,127202
1214315,120819
1212287,110024
726091,145612
1011856,145044
701168,129309
728632,133466
482767,145534
776221,131454
1111371,140586
724596,120308
552300,119463
584194,133816
782731,126403
793477,100785
536402,146541
352473,142707
1195434,122913
1249634,141868
1033505,149066
959713,100254
197013,147519
708997,129168
842115,134021
792809,138287
411615,106168
1257522,121511
785423,129347
968745,148696
661466,147127
909739,109350
1202812,141168
445215,140307
243302,147821
1023219,148399
814378,143895
777838,123003
686054,129639
822356,133264
1110559,147694
983140,147149
894643,138314
1033980,143686
968690,136293
182917,102724
1289677,134936
756564,144606
884002,134484
1108478,130841
679898,145824
700767,120397
210254,125128
725335,136110
1080888,105816
542445,142194
886398,144659
1047869,119502
807163,146264
1047608,144007
1265935,119748
1081502,142382
780251,148404
1085269,136418
1099000,119527
697502,128050
1266639,102528
558205,148014
714503,139370
357576,141776
422751,144195
1109985,127932
702170,146207
413524,120833
1232656,147451
868915,146346
1241970,123350
664184,119095
597451,126054
603724,120486
681729,124516
902050,143350
850777,127543
1092204,129113
962515,119647
772430,144659
510063,141390
999314,144507
711894,120534
646248,120625
759907,146667
717849,120509
1010856,147253
619052,118722
942686,133816
1049479,143432
1249247,142492
1015476,113361
774115,131316
958767,147598
185681,106706
1240284,120405
1102391,123561
1073143,128958
828895,120075
1110419,120828
888515,108692
578761,118808
1005391,143283
762511,139204
1024289,139985
689240,141431
723901,119093
435435,102141
745983,127934
1016637,130987
1191315,148637
849963,133607
993174,146046
804940,143504
1096068,120635
863563,133836
922341,109522
694059,147261
1097472,143614
1100432,143216
397032,126279
738265,145552
127345,101198
1272939,125710
863566,142641
671950,124164
721084,120348
373520,141432
1235509,144561
1062177,118365
673410,139477
709139,148771
379239,130504
1042768,119518
724013,131097
839090,147917
671818,144252
990036,105875
792814,117600
1284144,148404
1203617,142910
878491,112958
692236,103343
795840,127040
652511,141551
674654,148556
1213256,128613
1068494,144365
722464,100603
862453,112939
801180,124596
1256114,143450
1298993,135533
822668,113047
648587,145781
994620,133532
1088074,120509
1227071,147722
655775,135008
1256131,136230
254956,143009
675418,131218
724178,148205
1232123,111645
814178,126567
1232788,148049
603473,148729
625662,130192
660958,125004
365537,135719
823423,145092
985288,100417
1287887,118760
922936,130543
637745,146037
592368,143783
1079465,109718
799007,148320
398313,128735
959199,143583
770751,139735
796219,146639
744771,146034
1028899,129716
1207175,145309
640317,120314
306318,106828
1100484,136048
777225,123734
1010175,126475
750551,140434
674654,103233
1284516,125993
1300001,125817
973315,145123
924159,140958
357926,120146
704077,146896
1056402,134604
813794,118556
1235917,133056
1275707,138907
866433,119606
1036342,131454
1094762,135336
1075023,118396
1201836,119789
1231740,123208
977451,118194
1282826,118614
817703,140817
943674,119470
599672,139333
561947,103006
661671,134386
1203403,120060
556547,146655
959755,141743
983232,130148
608583,146062
1073544,128692
462092,126246
1290022,135214
719531,133275
394388,129237
771505,134045
1077981,101657
1094009,144292
1018553,115886
616449,124797
1077603,112097
736276,139398
1052311,120998
1027680,145150
849324,139102
857039,145112
683934,120663
408828,111543
700187,125991
1005380,148138
653813,134933
747298,135845
1287764,145655
656585,146863
702627,145292
776876,105402
1205316,118399
802601,147556
567527,129772
1061959,124337
976178,103052
713567,138441
409174,132792
988944,143293
1195729,115993
971061,131007
608309,125705
660205,147808
979509,144945
1278343,144591
632166,138218
564611,109351
983169,139119
910779,119949
1009045,146678
759832,141570
985078,142912
631638,130061
143098,125991
1145621,148267
642180,143428
785311,145750
935434,128714
621622,131456
1286844,106413
1169119,119676
925895,148611
749034,146260
1208197,139964
219409,149003
1110784,147981
765431,143060
1059410,119469
630969,118232
944034,102337
277834,142183
1042017,127402
1066220,130336
1009334,147316
1298745,141433
671190,121550
690722,119788
691770,148689
813578,139205
679266,118537
669196,102573
796640,124505
904752,147946
849947,128206
601996,143348
653953,136387
631742,138353
933861,148390
384733,117944
682456,147271
1271576,105559
786965,139844
1095817,136080
999695,119671
346553,118669
778567,123619
588272,131189
722442,148290
1085240,143166
651593,148004
716404,141205
1109641,142355
1239969,118860
582432,136249
826688,120690
1264991,144901
666348,143789
1265049,147296
1004800,138318
1300077,103086
1186385,119060
265083,140197
296051,147157
1036513,135329
728984,144587
1041295,122721
1024008,141494
1086545,145487
777477,120470
857138,143711
980211,125595
623294,139401
671675,138427
753991,145096
410191,128709
1012622,129330
938350,144077
614036,144493
1085222,144287
961674,124164
722464,144096
1092204,149130
1219137,146900
232722,133524
849162,139890
609013,117622
818269,147660
1287570,144646
582262,133386
1081046,136570
1220198,141862
772576,142026
695965,135678
1282417,128242
584439,147185
870101,123790
1239930,131381
1243670,125817
1291176,123734
1287725,147251
1017568,130179
454707,105605
1028889,117971
614785,135611
1060154,139475
385059,147823
1040491,148257
777782,104458
780131,126624
913684,139246
1100475,133601
971630,119340
895743,112378
1189658,104686
1040004,141880
905617,120163
1195575,129086
1198075,145960
1059149,143258
679147,102433
942140,113103
898642,117810
511674,146400
1217795,129813
980426,146890
626214,132765
260059,140089
776018,143304
1240115,117836
708089,112359
1081056,112352
985657,140328
896966,120649
647889,139889
569403,129289
969392,121954
865124,108995
950297,142162
699957,147387
840380,132789
895900,111748
1082981,126241
1060563,145670
704504,130012
199451,139579
1056678,129816
866126,146739
570078,144150
1015791,139570
622071,148843
839022,129439
581025,141289
652358,141010
801323,120607
517806,146137
760857,141658
1044653,148927
979775,142465
1092816,147290
379786,100638
896587,133628
574419,129994
907135,118474
953601,140352
1199678,100832
1205225,143210
1294110,120754
658445,120613
629848,126332
1298394,118770
616275,142461
1289321,143717
1006175,126255
831021,141938
921084,140738
609257,139519
777051,133083
1045471,129905
925608,115000
555277,141999
367476,118473
805218,120709
1266202,120157
923352,142952
869150,118223
1216398,142729
504297,100082
732197,145454
867522,147377
387964,141892
1231304,148704
1062443,143802
1045768,142699
636949,142039
1278503,101162
960633,147396
977685,103390
1055144,148770
957641,115294
927075,124681
113921,100783
1046913,136108
649799,132180
935975,148993
835140,142991
851554,139944
686739,118467
622050,119170
591299,148130
949515,145066
1038322,149063
975719,143241
1069729,123636
554340,143886
767559,101356
1270296,142024
1061904,104726
1085815,132860
356915,113134
983379,145052
619170,110439
576598,118272
1169304,132794
1242390,147771
938784,146481
934685,122511
953811,144496
714051,135411
915876,130940
1202862,139339
544150,135413
859691,103735
981396,140056
833186,143269
1289636,135419
704651,118859
864157,132875
1210204,103390
800749,133663
737892,100299
625539,147951
602807,142386
966668,144740
1074673,129026
843127,128920
845825,131188
771301,133371
1288637,144542
864297,146072
787628,144901
411497,106290
1023264,115767
1027873,147714
764101,121095
898740,141418
268542,141388
896401,141207
930071,139617
582301,129243
923555,126703
900548,118270
1004522,134542
1201441,135409
1058633,124831
556883,126903
1015775,147720
954133,146053
816591,117223
791530,118935
1073280,144772
929316,131396
1056199,141184
602508,147737
1008779,133632
664003,135139
582552,105822
977102,142794
1111367,146614
859986,135536
802122,117958
669839,120029
516098,114302
610299,147999
986643,124584
1193256,110045
970209,134929
669921,147384
897272,119065
833865,142733
1022713,119625
610527,118531
784359,146456
793884,121550
1286781,147872
928168,126829
735658,100968
781881,141839
641823,148444
696496,145602
1032527,133525
422675,148601
1294543,145340
600093,142742
1012703,142707
691409,135770
216070,144354
810017,139237
518376,120571
945486,123791
417899,148202
1096963,146771
383601,145471
862406,122440
743961,111709
358021,133838
1189054,141940
1227252,144805
933708,130825
992145,144466
729256,142006
1193186,119828
929554,141427
968961,145142
1277770,148243
642993,148985
959210,138359
914171,142577
1045471,141007
429879,135962
1048503,147918
709375,119133
902206,142696
832480,101875
507842,141678
821913,147789
669172,120615
686318,126831
700881,118726
729592,134204
585636,104773
1262837,140700
579234,141243
949749,141192
867841,144740
747842,142982
934761,142538
938255,122727
1060010,127841
702590,128953
674663,139311
408226,141918
680511,142589
1214679,144897
1071871,135761
985987,139578
1200022,148330
491948,119468
947464,149024
400439,146611
1001853,118395
667263,142320
767070,111937
867620,129737
670395,119413
744686,147785
1288371,144764
806936,142735
1218691,146889
492397,119118
1059042,146884
1243739,145623
1257436,139971
827423,115927
922714,143436
846862,124164
701446,126881
922598,123002
1057462,118319
770957,146926
866022,126053
373528,118275
661693,129472
1030739,122660
773280,143623
929619,113222
1079131,147633
618413,128923
973313,119515
1223759,125325
1096068,119571
451761,135195
953907,140374
1199507,118506
817412,108500
838603,138566
370283,142570
1292484,145227
296368,120068
897879,124509
963174,119953
854631,103024
743127,143613
959884,133301
160991,118882
620546,122586
597802,118698
749744,148971
920233,118464
673971,125271
675881,147514
911371,147106
1264655,123956
902476,143441
973317,111992
1225586,138907
1076100,141665
1050016,100611
900856,134307
1023244,112097
607594,139200
892069,136420
1003740,101186
769371,145075
577954,143249
1074908,140526
1239439,120517
1059453,101976
397712,148621
900776,143921
794575,128184
762275,142861
590940,143343
871861,102205
715377,120842
875566,101867
1292796,113169
674149,100247
841473,141905
453021,136125
765611,131459
775982,128810
800779,119566
1239969,145779
1262143,123406
989969,135842
1313524,133777
722735,147236
838143,112347
663093,112631
711804,124177
515641,119770
1004268,119350
820202,103158
1261555,108402
288643,145935
988029,120501
501883,144403
879102,138877
1213549,100473
1215579,140612
422143,132762
894919,118883
673224,146491
1229897,148202
630514,119441
1237196,142315
1224866,138566
998945,100794
630127,145075
186568,101465
612354,148118
690016,120714
1261600,123000
959713,136025
768194,120507
579782,125153
715348,117622
1037539,147129
963690,134426
278052,142275
911337,142005
960986,123090
833964,143567
971177,148900
1109144,138467
971822,133045
676728,130229
934440,125310
719505,140232
719142,141014
636399,120620
1232475,106831
1108618,119163
843109,109465
562256,127910
516005,145672
522609,143261
372674,140199
938784,121090
902899,133814
899625,140386
749279,122586
544773,142097
1259717,147579
716138,142454
721630,141166
234673,144673
988564,118508
713220,144598
1228067,134385
925462,103062
1067395,130340
590628,148792
657675,140539
790423,146063
777536,146408
1293470,133217
667385,111942
1033648,136365
561741,126687
1001647,141070
586423,108500
743979,141778
784672,147595
919879,126774
759735,134500
785489,148445
985288,118008
967934,106168
696653,101359
1232824,147641
593075,146243
737103,119083
1278934,129199
1266877,119671
555304,144253
584194,144095
851989,118902
641099,141994
402736,145584
771434,147326
1165280,120814
603724,120248
553528,120789
1091851,139747
828739,123051
617939,138303
1014437,142764
886850,139949
1087169,114302
761829,148643
350911,147574
574002,100813
594963,101599
1075912,119413
513879,129115
1213922,130227
1061142,148564
1095754,145674
903782,119647
715893,149027
1212717,148353
1265707,129295
912984,119721
248495,135007
813994,131478
1195059,136253
644114,147308
805374,102135
694598,141793
1260820,119298
719212,131282
675463,144955
1237107,143995
1273448,112211
1005521,120582
863840,140242
368030,114758
894896,142154
639140,141379
1259026,133832
957301,129914
862624,120812
946601,133460
515975,101702
607610,129583
596953,140804
814402,128540
1244719,134929
1190399,145936
988053,126931
778805,146718
375384,148572
806286,120454
779203,118702
553843,143239
820973,147577
1256053,119574
820036,113297
717663,120597
736352,131316
934813,103885
1231318,121936
708600,108632
711349,133110
586646,131575
976797,124510
987988,143995
740487,112118
1199531,119953
876806,102395
757217,139347
724572,120466
411825,145291
1269270,135009
729223,144897
801387,136173
789201,146492
824428,134540
992223,147708
935897,133131
811453,118880
802806,118702
1047608,141426
457428,105662
420623,138336
992583,146308
763931,138300
1235168,120283
567641,115094
656376,143598
460709,143745
664522,119096
1089999,148026
814052,125539
579132,146286
1043941,144034
525148,136160
1279818,141405
1101442,109723
984977,144905
765655,145207
847053,146276
954067,143718
821391,149090
1268175,147576
757553,126560
1219155,138387
627269,133110
260059,146226
825244,141697
530585,147106
747004,113251
173899,143755
758497,142138
536664,139762
1048211,131424
798584,143550
634429,117560
1293319,120431
955801,141068
1263173,135484
1225056,145720
1299514,144080
659349,125744
535274,130565
377834,101184
428627,131391
629662,142139
592683,117961
1005468,143477
494186,140615
368723,101974
895924,125876
948270,145514
936242,142732
1058760,100353
650958,141208
699855,148361
1292484,140942
625107,135530
905069,143935
936149,130265
1020733,141460
1030999,135799
648768,111405
691895,140977
842524,148575
754035,134016
1049091,125683
998342,149025
1025216,141843
189204,132996
921576,135419
1195821,125597
887329,117447
731694,121097
742675,143220
798733,143725
1186786,139948
792753,128240
678336,146809
601257,143874
557168,126893
1052082,146386
798567,120660
1225476,141717
619196,145961
952086,145902
849798,135212
684300,125301
1235787,147478
821173,141815
1190444,102705
854430,133122
1278934,149110
351474,147393
823652,144568
1032159,135372
1245281,119812
716443,124181
1015013,149038
999711,139780
772276,143536
918504,122645
882360,119379
1294454,101934
822722,118486
876044,141484
660488,141780
777712,103179
852543,129047
1215847,122652
776758,119983
1067909,147625
696551,136118
185669,140805
1108720,106234
930846,134203
846756,147321
716528,145590
582878,127236
1228890,132933
1258452,118968
940653,148605
982996,148688
832691,147662
433550,147424
743577,101976
1189765,144072
1236469,148988
1223660,147643
992087,106777
1290441,144549
857634,147661
401499,142544
1283500,106876
715998,126437
985288,122317
770680,142660
567780,120212
674663,118702
697502,145325
729214,146943
256304,142023
996420,148953
527728,130216
320306,118080
855905,128713
859168,140166
1066430,146713
985527,147981
1049698,143520
425024,118778
795426,125315
528555,148653
639725,110203
349231,139597
1028607,148789
1107863,118449
993630,118232
963835,146671
766892,120676
689723,126053
770957,145441
847053,130452
779661,145307
374862,140274
1039276,147652
1108894,120485
701812,147768
596216,127319
939881,141750
959928,147515
989224,128541
911264,141231
795078,120078
1081069,122225
